file,title,long_name,author_order_y,shortend_names
import2015short_146,A Multivocality Approach to Epistemic Agency in Collaborative Learning,"Oshima, Jun",0,Oshima J.
import2015short_146,A Multivocality Approach to Epistemic Agency in Collaborative Learning,"Oshima, Ritsuko",1,Oshima R.
import2015short_146,A Multivocality Approach to Epistemic Agency in Collaborative Learning,"Fujita, Wataru",2,Oshima R.
import2015short_185,Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,"Zhang, Jianwei",0,Zhang J.
import2015short_185,Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,"Chen, Mei-Hwa",1,Chen M.
import2015short_185,Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,"Tao, Dan",2,Chen M.
import2015short_185,Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,"Sun, Yanqing",3,Tao D.
import2015short_185,Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,"Lee, Jiyeon",4,Tao D.
import2015short_185,Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,"Judson, Darlene",5,Sun Y.
import2018_26,Learning From Errors – The Effect of Comparison Prompts in Instruction After Problem Solving Settings,"Loibl, Katharina",0,Loibl K.
import2018_26,Learning From Errors – The Effect of Comparison Prompts in Instruction After Problem Solving Settings,"Leuders, Timo",1,Leuders T.
import2018_32,Sequencing Support for Sense Making and Perceptual Fluency with Visual Representations: Is There a Learning Progression?,"Rau, Martina A.",0,Rau M. A.
import2018_32,Sequencing Support for Sense Making and Perceptual Fluency with Visual Representations: Is There a Learning Progression?,"Rau, Martina A.",0,Rau M. A.
import2018_32,Sequencing Support for Sense Making and Perceptual Fluency with Visual Representations: Is There a Learning Progression?,"Zahn, Miranda Renee",1,Zahn M. R.
import2018_32,Sequencing Support for Sense Making and Perceptual Fluency with Visual Representations: Is There a Learning Progression?,"Zahn, Miranda Renee",1,Zahn M. R.
import2017_109,Assessing Student Generated Infographics for Scaffolding Learning With Multiple Representations,"Gebre, Engida",0,Gebre E.
import2015short_191,Using Differences to Make a Difference: A Study on Heterogeneity of Learning Groups,"Manske, Sven",0,Manske S.
import2015short_191,Using Differences to Make a Difference: A Study on Heterogeneity of Learning Groups,"Hecking, Tobias",1,Hecking T.
import2015short_191,Using Differences to Make a Difference: A Study on Heterogeneity of Learning Groups,"Chounta, Irene-Angelica",2,Hecking T.
import2015short_191,Using Differences to Make a Difference: A Study on Heterogeneity of Learning Groups,"Werneburg, Sören",3,Chounta I.
import2015short_191,Using Differences to Make a Difference: A Study on Heterogeneity of Learning Groups,"Hoppe, H. Ulrich",4,Chounta I.
import2017_108,Participatory Design With Students for Technology Integration: Shifting Power and Organizational Practices in an Urban School,"Lee, Ung-Sang",0,Lee U.
import2017_108,Participatory Design With Students for Technology Integration: Shifting Power and Organizational Practices in an Urban School,"Gomez, Kimberly",1,Gomez K.
import2018_33,A Collaboration Script for Nonverbal Communication Enhances  Perceptual Fluency with Visual Representations,"Rau, Martina A.",0,Rau M. A.
import2018_33,A Collaboration Script for Nonverbal Communication Enhances  Perceptual Fluency with Visual Representations,"Rau, Martina A.",0,Rau M. A.
import2018_33,A Collaboration Script for Nonverbal Communication Enhances  Perceptual Fluency with Visual Representations,"Patel, Purav",1,Patel P.
import2018_33,A Collaboration Script for Nonverbal Communication Enhances  Perceptual Fluency with Visual Representations,"Patel, Purav",1,Patel P.
import2018_27,Identifying Reflective and Non-Reflective Group Consensus Strategies for Evidence-Based Scientific Argumentation,"Yoon, Susan A.",0,Yoon S.
import2018_27,Identifying Reflective and Non-Reflective Group Consensus Strategies for Evidence-Based Scientific Argumentation,"Park, Miyoung",1,Park M.
import2018_27,Identifying Reflective and Non-Reflective Group Consensus Strategies for Evidence-Based Scientific Argumentation,"Anderson, Emma",2,Park M.
import2018_238,Indoor Positioning Technology & Enhanced Engagement in Early Elementary Systems Thinking and Science Learning,"Peppler, Kylie A",0,Peppler K. A.
import2018_238,Indoor Positioning Technology & Enhanced Engagement in Early Elementary Systems Thinking and Science Learning,"Thompson, Naomi",1,Thompson N.
import2018_238,Indoor Positioning Technology & Enhanced Engagement in Early Elementary Systems Thinking and Science Learning,"Danish, Joshua A.",2,Thompson N.
import2018_238,Indoor Positioning Technology & Enhanced Engagement in Early Elementary Systems Thinking and Science Learning,"Moczek, Armin",3,Danish J.
import2018_238,Indoor Positioning Technology & Enhanced Engagement in Early Elementary Systems Thinking and Science Learning,"Han, Shenshen",4,Danish J.
import2018_210,Achievement Goals and Team Leadership in Online Small Group Learning,"Lu, Lin",0,Lu L.
import2018_210,Achievement Goals and Team Leadership in Online Small Group Learning,"Xie, Kui",1,Xie K.
import2018_204,Making Learning Journeys Visible: Towards Supporting Collective Reflection on Graduate Attributes ,"Martinez-Maldonado, Roberto",0,Martinez-Maldonado R.
import2018_204,Making Learning Journeys Visible: Towards Supporting Collective Reflection on Graduate Attributes ,"Anderson, Theresa Dirndorfer",1,Anderson T. D.
import2018_204,Making Learning Journeys Visible: Towards Supporting Collective Reflection on Graduate Attributes ,"Feraud, Iván Silva",2,Anderson T. D.
import2018_204,Making Learning Journeys Visible: Towards Supporting Collective Reflection on Graduate Attributes ,"Buckingham-Shum, Simon",3,Feraud I. S.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Schwarz, Baruch",0,Schwarz B.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Rajala, Antti",1,Rajala A.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Rosé, Carolyn Penstein",2,Rajala A.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Clarke, Sherice",3,Rosé C. P.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Fynes-Clinton, Elizabeth",4,Rosé C. P.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Renshaw, Peter",5,Clarke S.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Solli, Anne",6,Clarke S.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Hillman, Thomas",7,Fynes-Clinton E.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Mäkitalo, Åsa",8,Fynes-Clinton E.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Goldberg, Tsafrir",9,Renshaw P.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Tammi, Tuure",10,Renshaw P.
import2016short_173,Fostering Deliberative Discourse in Schools Towards the Constitution of a Deliberative Democracy,"Wegerif, Rupert",11,Solli A.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Hod, Yotam",0,Hod Y.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Charles, Elizabeth S.",1,Charles E. S.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Acosta, Alisa",2,Charles E. S.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Ben-Zvi, Dani",3,Acosta A.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Chen, Mei-Hwa",4,Acosta A.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Choi, Koun",5,Ben-Zvi D.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Dugdale, Michael",6,Ben-Zvi D.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Kali, Yael",7,Chen M.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Lenton, Kevin",8,Chen M.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"McDonald, Scott",9,Choi K.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Moher, Tom",10,Choi K.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Quintana, Rebecca M",11,Dugdale M.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Rook, Michael M.",12,Dugdale M.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Slotta, James D.",13,Kali Y.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Tietjen, Phil",14,Kali Y.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Weiss, Patrice L. Tamar",15,Lenton K.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Whittaker, Chris",16,Lenton K.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Zhang, Jianwei",17,McDonald S. P.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Bielaczyc, Katerine",18,McDonald S. P.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Bielaczyc, Katerine",18,McDonald S. P.
import2016short_167,Future Learning Spaces for Learning Communities: New Directions and Conceptual Frameworks,"Kapur, Manu",19,Moher T.
import2018_199,Forms of Emergent Collaboration in Maker-Based Learning,"Halverson, Erica",0,Halverson E.
import2018_199,Forms of Emergent Collaboration in Maker-Based Learning,"Halverson, Erica",0,Halverson E.
import2018_199,Forms of Emergent Collaboration in Maker-Based Learning,"Litts, Breanne K.",1,Litts B. K.
import2018_199,Forms of Emergent Collaboration in Maker-Based Learning,"Gravel, Brian",2,Litts B. K.
import2017_76,Self-Organizing Collaborations as Blueprints for CSCL Design,"Brami, Uzi Zevik",0,Brami U. Z.
import2017_76,Self-Organizing Collaborations as Blueprints for CSCL Design,"Tabak, Iris",1,Tabak I.
import2017_62,GroupWork: Learning During Collaborative Assessment Activities,"Tarimo, William T.",0,Tarimo W. T.
import2017_62,GroupWork: Learning During Collaborative Assessment Activities,"Hickey, Timothy J.",1,Hickey T. J.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Charles, Elizabeth S.",0,Charles E. S.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Lasry, Nathaniel",1,Lasry N.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Whittaker, Chris",2,Lasry N.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Dugdale, Michael",3,Whittaker C.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Lenton, Kevin",4,Whittaker C.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Bhatnagar, Sameer",5,Dugdale M.
import2015full_280,Beyond and Within Classroom Walls: Designing Principled Pedagogical Tools for Student and Faculty Uptake,"Guillemette, Jonathan",6,Dugdale M.
import2018_166,A New Approach to Lesson Study Practice in Japan  from the DBIR Perspective,"Oshima, Jun",0,Oshima J.
import2018_166,A New Approach to Lesson Study Practice in Japan  from the DBIR Perspective,"Oshima, Ritsuko",1,Oshima R.
import2018_166,A New Approach to Lesson Study Practice in Japan  from the DBIR Perspective,"Chiyonishio, Yuji",2,Oshima R.
import2018_166,A New Approach to Lesson Study Practice in Japan  from the DBIR Perspective,"Ohsaki, Ayano",3,Chiyonishio Y.
import2017_89,Showing and Telling:  Response Dynamics in an Online Community of Makers,"Almatrafi, Omaima",0,Almatrafi O.
import2017_89,Showing and Telling:  Response Dynamics in an Online Community of Makers,"Johri, Aditya",1,Johri A.
import2018_172,Design Considerations for Capturing Computational Thinking Practices in High School Students’ Electronic Textile Portfolios,"Lui, Debora",0,Lui D.
import2018_172,Design Considerations for Capturing Computational Thinking Practices in High School Students’ Electronic Textile Portfolios,"Jayathirtha, Gayithri",1,Jayathirtha G.
import2018_172,Design Considerations for Capturing Computational Thinking Practices in High School Students’ Electronic Textile Portfolios,"Fields, Deborah A.",2,Jayathirtha G.
import2018_172,Design Considerations for Capturing Computational Thinking Practices in High School Students’ Electronic Textile Portfolios,"Shaw, Mia",3,Fields D.
import2018_172,Design Considerations for Capturing Computational Thinking Practices in High School Students’ Electronic Textile Portfolios,"Kafai, Yasmin B.",4,Fields D.
import2016full_86,“I’m Not Just a Mom”: Parents Developing Multiple Roles in Creative Computing,"Roque, Ricarose",0,Roque R.
import2016full_86,“I’m Not Just a Mom”: Parents Developing Multiple Roles in Creative Computing,"Lin, Karina",1,Lin K.
import2016full_86,“I’m Not Just a Mom”: Parents Developing Multiple Roles in Creative Computing,"Liuzzi, Richard",2,Lin K.
import2016full_45,Investigating Effects of Embedding Collaboration in an Intelligent Tutoring System for Elementary School Students,"Olsen, Jennifer K.",0,Olsen J. K.
import2016full_45,Investigating Effects of Embedding Collaboration in an Intelligent Tutoring System for Elementary School Students,"Rummel, Nikol",1,Rummel N.
import2016full_45,Investigating Effects of Embedding Collaboration in an Intelligent Tutoring System for Elementary School Students,"Rummel, Nikol",1,Rummel N.
import2016full_45,Investigating Effects of Embedding Collaboration in an Intelligent Tutoring System for Elementary School Students,"Aleven, Vincent",2,Rummel N.
import2018_358,Characterizing Digital Contexts of Collaborative Learning:  An Updated Classification Scheme for Computer-Mediated Communication  ,"Wise, Alyssa Friend",0,Wise A.
import2018_358,Characterizing Digital Contexts of Collaborative Learning:  An Updated Classification Scheme for Computer-Mediated Communication  ,"Paulus, Trena",1,Paulus T.
import2016full_51,Expanding Coordination Class Theory to Capture Conceptual Learning in a Classroom Environment,"Barth-Cohen, Lauren A.",0,Barth-Cohen L. A.
import2016full_51,Expanding Coordination Class Theory to Capture Conceptual Learning in a Classroom Environment,"Wittmann, Michael C.",1,Wittmann M. C.
import2018_402,Skyscraper Games: Designing Professional Development for Middle School Teachers to Promote Computational Thinking Using Custom Tools,"Duvall, Matthew",0,Duvall M.
import2018_402,Skyscraper Games: Designing Professional Development for Middle School Teachers to Promote Computational Thinking Using Custom Tools,"Lee, Frank J",1,Lee F. J.
import2018_402,Skyscraper Games: Designing Professional Development for Middle School Teachers to Promote Computational Thinking Using Custom Tools,"Smith, Brian",2,Lee F. J.
import2016full_79,Coordinating Collaborative Chat in Massive Open Online Courses,"Tomar, Gaurav Singh",0,Tomar G. S.
import2016full_79,Coordinating Collaborative Chat in Massive Open Online Courses,"Sankaranarayanan, Sreecharan",1,Sankaranarayanan S.
